@RELATION minijanuary_15_09_20_18_56
@ATTRIBUTE avg_cn0_l1 NUMERIC
@ATTRIBUTE phi01l1 NUMERIC
@ATTRIBUTE phi03l1 NUMERIC
@ATTRIBUTE phi10l1 NUMERIC
@ATTRIBUTE phi30l1 NUMERIC
@ATTRIBUTE phi60l1 NUMERIC
@ATTRIBUTE avgccd_l1 NUMERIC
@ATTRIBUTE sigmaccd_l1 NUMERIC
@ATTRIBUTE tec_45 NUMERIC
@ATTRIBUTE dtec_6045 NUMERIC
@ATTRIBUTE tec_30 NUMERIC
@ATTRIBUTE dtec_4530 NUMERIC
@ATTRIBUTE tec_15 NUMERIC
@ATTRIBUTE dtec_3015 NUMERIC
@ATTRIBUTE tec NUMERIC
@ATTRIBUTE dtec_15tow NUMERIC
@ATTRIBUTE f2nd_tec_cn0 NUMERIC
@ATTRIBUTE si_l1 NUMERIC
@ATTRIBUTE numerator_si_l1 NUMERIC
@ATTRIBUTE p_l1 NUMERIC
@ATTRIBUTE avg_cn0_l2 NUMERIC
@ATTRIBUTE avgccd_l2c_e5a NUMERIC
@ATTRIBUTE sigmaccd_l2c_e5a NUMERIC
@ATTRIBUTE si_l2c_e5a NUMERIC
@ATTRIBUTE numerator_si_l2c_e5a NUMERIC
@ATTRIBUTE avg_cn0_l5_e5b NUMERIC
@ATTRIBUTE phi01_l5_e5b NUMERIC
@ATTRIBUTE phi03_l5_e5b NUMERIC
@ATTRIBUTE phi10_l5_e5b NUMERIC
@ATTRIBUTE phi30_l5_e5b NUMERIC
@ATTRIBUTE phi60_l5_e5b NUMERIC
@ATTRIBUTE avgccd_l5_e5b NUMERIC
@ATTRIBUTE sigmaccd_l5_e5b NUMERIC
@ATTRIBUTE si_l5_e5b NUMERIC
@ATTRIBUTE numerator_si_l5_e5b NUMERIC
@ATTRIBUTE p_l5_e5b NUMERIC
@ATTRIBUTE t_l1 NUMERIC
@ATTRIBUTE t_e5b NUMERIC
@ATTRIBUTE vphi60_l1 NUMERIC
@ATTRIBUTE vphi60_l5_e5b NUMERIC
@ATTRIBUTE vtec NUMERIC
@ATTRIBUTE s4 NUMERIC
@ATTRIBUTE class        {0.0}
@DATA
41.5,0.036,0.043,0.046,0.046,0.046,-5.917,0.223,121.187,-0.165,118.75,-0.172,123.472,-0.19,126.233,-0.127,23.9,0.033,3.141,1.79,37.4,-7.733,0.362,0.059,4.652,44.4,0.027,0.03,0.031,0.032,0.032,-10.992,0.244,0.042,3.927,1.8,1.96E-4,1.03E-4,0.040622186,0.028258912,98.44277,0.123,0.0
42.2,0.035,0.042,0.043,0.044,0.044,-5.836,0.21,129.307,-0.173,130.307,-0.202,127.87,-0.138,133.382,-0.216,25.8,0.035,3.321,1.77,39.3,-8.267,0.323,0.048,3.942,45.3,0.024,0.026,0.028,0.028,0.028,-11.151,0.17,0.018,1.743,1.79,2.21E-4,8.0E-5,0.02597861,0.016531844,46.49687,0.123,0.0
42.5,0.032,0.035,0.036,0.036,0.036,-6.216,0.202,125.395,-0.183,118.493,-0.135,119.017,-0.081,120.454,-0.085,25.4,0.031,3.049,1.7,37.9,-8.517,0.343,0.068,5.468,44.8,0.023,0.024,0.026,0.026,0.026,-11.836,0.354,0.022,2.057,1.73,1.45E-4,7.2E-5,0.021255225,0.015350997,41.990177,0.114,0.0
42.1,0.033,0.038,0.041,0.041,0.041,-6.246,0.204,122.701,-0.103,121.577,-0.14,128.022,-0.151,129.802,-0.153,26.7,0.033,3.191,1.92,39.6,-8.658,0.284,0.049,4.093,45.0,0.025,0.029,0.03,0.03,0.03,-12.154,0.188,0.024,2.269,1.83,1.81E-4,9.5E-5,0.024207342,0.017712688,45.248882,0.118,0.0
42.4,0.03,0.035,0.037,0.037,0.037,-6.524,0.255,129.641,-0.162,125.928,-0.164,123.396,-0.166,118.388,-0.111,27.5,0.035,3.435,1.84,39.7,-8.707,0.223,0.038,3.204,44.9,0.025,0.029,0.032,0.033,0.033,-12.659,0.299,0.025,2.404,1.81,1.44E-4,9.6E-5,0.02184565,0.019483957,41.26997,0.138,0.0
43.6,0.028,0.034,0.038,0.038,0.038,-6.585,0.231,121.968,-0.171,122.472,-0.144,121.149,-0.157,123.062,-0.129,28.2,0.022,2.196,1.85,39.7,-9.271,0.306,0.043,3.588,45.5,0.025,0.027,0.028,0.028,0.028,-12.872,0.135,0.022,2.166,1.81,1.16E-4,8.5E-5,0.03649071,0.026887892,113.48054,0.091,0.0
42.5,0.032,0.036,0.04,0.04,0.04,-6.805,0.218,122.225,-0.167,118.188,-0.194,118.445,-0.18,115.114,-0.149,26.9,0.042,4.053,1.85,38.9,-9.956,0.364,0.05,4.067,46.7,0.021,0.024,0.028,0.028,0.028,-12.965,0.105,0.021,2.051,1.88,1.54E-4,7.1E-5,0.03841127,0.026887892,106.15136,0.221,0.0
42.8,0.029,0.033,0.034,0.035,0.035,-7.307,0.287,117.693,-0.152,115.666,-0.168,121.301,-0.165,124.871,-0.198,26.2,0.034,3.286,1.73,38.3,-10.292,0.287,0.044,3.581,46.8,0.022,0.024,0.025,0.025,0.025,-13.385,0.095,0.016,1.592,1.78,1.27E-4,6.1E-5,0.033609863,0.024007047,115.1487,0.13,0.0
41.6,0.042,0.045,0.048,0.048,0.049,-7.483,0.289,123.767,-0.18,112.448,-0.156,120.14,-0.192,128.155,-0.172,26.0,0.052,4.943,1.7,39.1,-10.41,0.308,0.046,3.783,46.6,0.021,0.023,0.024,0.024,0.024,-13.739,0.13,0.016,1.573,1.81,2.47E-4,6.2E-5,0.04705381,0.023046764,118.177,0.197,0.0
43.0,0.035,0.041,0.043,0.043,0.043,-7.675,0.185,132.249,-0.185,122.51,-0.232,117.189,-0.191,115.199,-0.183,26.9,0.036,3.512,1.74,39.0,-10.874,0.376,0.06,4.915,46.4,0.022,0.026,0.027,0.027,0.027,-14.265,0.361,0.026,2.516,1.81,1.88E-4,7.1E-5,0.039751887,0.024960486,98.45261,0.127,0.0
43.4,0.028,0.033,0.035,0.035,0.035,-7.964,0.171,116.979,-0.144,120.768,-0.181,124.519,-0.225,120.568,-0.224,27.0,0.028,2.754,1.8,39.2,-11.249,0.328,0.049,3.977,45.0,0.022,0.026,0.027,0.027,0.027,-15.349,0.155,0.019,1.865,1.75,1.29E-4,8.0E-5,0.032356184,0.024960486,103.04112,0.124,0.0
43.5,0.026,0.03,0.032,0.032,0.032,-8.041,0.164,113.809,-0.191,116.056,-0.16,122.349,-0.16,116.532,-0.145,27.0,0.034,3.378,1.83,38.4,-11.328,0.471,0.05,4.021,44.7,0.023,0.025,0.026,0.027,0.027,-15.577,0.069,0.02,1.882,1.67,1.08E-4,6.8E-5,0.029582798,0.024960486,99.591835,0.171,0.0
41.7,0.032,0.035,0.036,0.036,0.036,-8.481,0.265,122.168,-0.188,122.377,-0.207,121.644,-0.176,124.271,-0.217,25.3,0.029,2.772,1.8,38.9,-12.227,0.349,0.04,3.313,45.3,0.023,0.025,0.026,0.026,0.026,-15.577,0.108,0.018,1.772,1.74,1.55E-4,7.3E-5,0.033280645,0.024036024,106.205826,0.101,0.0
42.5,0.03,0.033,0.035,0.035,0.035,-8.92,0.152,120.863,-0.242,113.924,-0.2,110.354,-0.159,111.325,-0.211,25.1,0.025,2.408,1.77,37.6,-12.505,0.434,0.049,3.909,44.7,0.027,0.029,0.031,0.031,0.031,-16.296,0.254,0.027,2.612,1.79,1.15E-4,9.2E-5,0.019750716,0.017493492,35.450497,0.098,0.0
42.6,0.03,0.034,0.035,0.036,0.036,-8.939,0.225,112.048,-0.188,111.61,-0.146,115.904,-0.13,121.796,-0.089,26.0,0.031,3.012,1.8,38.8,-13.133,0.299,0.063,5.098,44.3,0.029,0.032,0.033,0.033,0.033,-16.674,0.437,0.028,2.658,1.83,1.31E-4,1.19E-4,0.020315021,0.018622104,38.784897,0.121,0.0
41.7,0.037,0.043,0.048,0.049,0.049,-9.159,0.255,126.575,-0.122,127.346,-0.103,124.072,-0.07,125.233,-0.095,27.4,0.043,4.09,1.94,40.2,-12.905,0.287,0.039,3.31,43.6,0.03,0.034,0.036,0.036,0.036,-17.366,0.161,0.03,2.767,1.84,2.24E-4,1.42E-4,0.027651003,0.020315021,39.879383,0.188,0.0
42.0,0.035,0.041,0.043,0.043,0.043,-9.216,0.28,117.579,-0.084,117.17,-0.114,119.055,-0.123,125.157,-0.141,28.0,0.028,2.72,1.96,41.0,-13.055,0.229,0.039,3.389,44.0,0.031,0.034,0.035,0.035,0.035,-17.459,0.187,0.025,2.313,1.82,2.17E-4,1.29E-4,0.024265166,0.019750716,39.85518,0.1,0.0
43.0,0.031,0.036,0.039,0.04,0.04,-9.246,0.279,124.557,-0.1,125.404,-0.118,122.824,-0.1,124.224,-0.082,29.3,0.035,3.466,1.85,41.6,-13.132,0.346,0.033,2.859,43.8,0.027,0.031,0.032,0.032,0.032,-17.723,0.247,0.033,3.111,1.76,1.46E-4,1.16E-4,0.03716024,0.029728193,107.211784,0.158,0.0
42.8,0.032,0.036,0.039,0.039,0.039,-9.407,0.202,127.251,-0.067,122.101,-0.104,119.902,-0.12,112.848,-0.119,28.9,0.05,4.839,1.74,40.8,-13.692,0.205,0.037,3.178,45.4,0.025,0.027,0.029,0.029,0.029,-17.408,0.139,0.023,2.209,1.82,1.41E-4,8.8E-5,0.036231235,0.026941173,97.39371,0.233,0.0
44.0,0.031,0.033,0.036,0.036,0.036,-9.414,0.262,112.296,-0.105,107.05,-0.116,111.268,-0.096,115.609,-0.095,28.6,0.022,2.206,1.91,39.5,-13.972,0.232,0.046,3.834,46.1,0.023,0.025,0.027,0.027,0.027,-17.341,0.217,0.019,1.892,1.83,1.64E-4,7.9E-5,0.033444215,0.025083162,99.776596,0.09,0.0
44.0,0.027,0.03,0.031,0.031,0.031,-9.77,0.179,115.39,-0.123,116.094,-0.132,122.406,-0.123,129.698,-0.124,29.8,0.024,2.352,1.73,40.7,-13.975,0.173,0.056,4.774,45.7,0.022,0.024,0.025,0.025,0.025,-17.743,0.218,0.019,1.878,1.74,1.07E-4,7.0E-5,0.029662805,0.023921618,118.75019,0.08,0.0
42.5,0.039,0.043,0.046,0.046,0.046,-10.005,0.168,125.262,-0.126,117.589,-0.135,112.42,-0.102,113.381,-0.142,28.6,0.028,2.752,1.89,40.2,-14.079,0.257,0.048,4.031,45.3,0.024,0.027,0.029,0.029,0.029,-18.264,0.085,0.023,2.268,1.76,2.36E-4,7.8E-5,0.044015776,0.027749075,103.81051,0.091,0.0
41.7,0.043,0.046,0.049,0.049,0.049,-10.01,0.181,111.534,-0.13,113.543,-0.165,117.655,-0.129,111.867,-0.118,27.1,0.044,4.253,1.65,40.3,-14.894,0.314,0.032,2.694,46.7,0.02,0.021,0.024,0.024,0.024,-18.373,0.197,0.018,1.826,1.72,2.67E-4,5.1E-5,0.04688637,0.022964753,102.42431,0.18,0.0
42.5,0.035,0.038,0.04,0.04,0.04,-10.565,0.334,116.094,-0.156,116.503,-0.103,118.95,-0.143,110.563,-0.126,26.9,0.041,3.994,1.69,39.1,-15.442,0.305,0.059,4.852,47.9,0.018,0.02,0.022,0.022,0.022,-18.423,0.147,0.023,2.308,1.78,1.82E-4,5.0E-5,0.038274586,0.021051023,101.230385,0.145,0.0
42.3,0.032,0.035,0.037,0.037,0.037,-10.768,0.247,113.476,-0.182,109.792,-0.119,113.524,-0.125,113.676,-0.076,25.4,0.037,3.604,1.62,38.0,-15.766,0.415,0.05,3.995,47.3,0.018,0.02,0.021,0.021,0.021,-19.001,0.137,0.02,2.045,1.69,1.38E-4,4.4E-5,0.021643084,0.012283912,38.89588,0.167,0.0
41.9,0.04,0.043,0.045,0.046,0.046,-10.904,0.244,107.079,-0.143,112.086,-0.159,112.534,-0.138,104.652,-0.12,24.7,0.041,3.952,1.72,38.3,-16.251,0.222,0.049,3.937,46.8,0.021,0.023,0.025,0.025,0.025,-19.363,0.134,0.016,1.611,1.75,2.71E-4,5.7E-5,0.026907617,0.014623705,35.80819,0.154,0.0
43.3,0.041,0.044,0.046,0.047,0.047,-10.627,0.184,104.118,-0.107,103.728,-0.108,101.558,-0.125,111.848,-0.133,27.1,0.036,3.56,2.03,38.4,-16.005,0.339,0.075,6.118,46.1,0.023,0.026,0.027,0.028,0.028,-19.86,0.079,0.016,1.565,1.8,2.92E-4,7.6E-5,0.027492564,0.01637855,38.270405,0.156,0.0
44.6,0.034,0.038,0.04,0.04,0.04,-10.809,0.163,113.543,-0.166,113.886,-0.123,113.676,-0.124,116.265,-0.16,30.4,0.036,3.613,2.01,40.8,-16.112,0.284,0.034,2.952,46.0,0.023,0.025,0.027,0.027,0.027,-20.384,0.398,0.021,2.006,1.74,2.36E-4,6.9E-5,0.03554999,0.023996245,91.83495,0.14,0.0
43.9,0.032,0.036,0.038,0.038,0.038,-11.146,0.12,119.15,-0.176,114.895,-0.169,115.818,-0.175,111.829,-0.152,29.8,0.033,3.301,1.72,41.0,-16.563,0.22,0.042,3.586,46.2,0.026,0.028,0.029,0.03,0.03,-20.669,0.242,0.032,3.151,1.85,1.42E-4,8.3E-5,0.03377249,0.026662493,88.33106,0.13,0.0
44.8,0.026,0.03,0.034,0.034,0.034,-11.331,0.167,108.754,-0.163,106.022,-0.161,109.592,-0.159,111.163,-0.169,29.4,0.022,2.266,1.78,40.0,-17.123,0.25,0.04,3.356,47.2,0.019,0.021,0.023,0.023,0.023,-20.686,0.199,0.014,1.454,1.76,9.9E-5,5.2E-5,0.030217495,0.020441245,87.80501,0.088,0.0
44.7,0.026,0.031,0.033,0.033,0.034,-11.409,0.133,108.526,-0.161,103.871,-0.171,103.947,-0.173,109.402,-0.193,30.0,0.022,2.245,1.74,40.3,-17.09,0.252,0.045,3.835,46.9,0.022,0.024,0.026,0.026,0.026,-21.302,0.304,0.018,1.777,1.81,9.9E-5,6.6E-5,0.030217495,0.023107495,86.41403,0.091,0.0
45.0,0.029,0.032,0.034,0.034,0.034,-11.525,0.207,108.183,-0.183,108.383,-0.203,103.1,-0.167,110.306,-0.195,30.9,0.027,2.716,1.77,41.4,-17.571,0.223,0.041,3.53,46.6,0.024,0.026,0.027,0.027,0.027,-21.803,0.137,0.016,1.586,1.78,1.18E-4,6.9E-5,0.033328444,0.026466705,105.99157,0.105,0.0
44.2,0.033,0.036,0.038,0.039,0.039,-12.094,0.189,115.313,-0.21,116.465,-0.218,112.048,-0.179,110.706,-0.17,31.3,0.039,3.836,1.7,42.0,-17.833,0.24,0.033,2.93,46.3,0.022,0.025,0.026,0.027,0.027,-22.378,0.136,0.018,1.744,1.81,1.55E-4,7.6E-5,0.038229685,0.026466705,106.37593,0.152,0.0
43.7,0.034,0.037,0.04,0.04,0.04,-12.257,0.21,113.657,-0.183,116.237,-0.186,114.304,-0.203,110.658,-0.196,31.4,0.033,3.235,1.61,42.6,-18.129,0.182,0.039,3.444,46.0,0.025,0.027,0.028,0.028,0.028,-23.042,0.265,0.022,2.106,1.76,1.51E-4,7.5E-5,0.039209932,0.027446954,106.3298,0.119,0.0
43.8,0.042,0.047,0.048,0.048,0.049,-12.542,0.317,102.69,-0.167,107.231,-0.199,112.781,-0.186,110.125,-0.166,30.9,0.033,3.263,1.9,41.7,-18.592,0.229,0.029,2.542,45.9,0.025,0.027,0.028,0.028,0.029,-23.371,0.192,0.02,1.992,1.81,2.83E-4,8.1E-5,0.03133733,0.018546583,45.04201,0.137,0.0
43.9,0.029,0.032,0.033,0.033,0.033,-12.798,0.172,104.928,-0.197,107.155,-0.148,108.088,-0.177,108.393,-0.17,30.4,0.03,2.952,1.66,41.9,-19.165,0.223,0.045,3.911,46.1,0.022,0.025,0.025,0.025,0.026,-23.822,0.072,0.015,1.471,1.69,1.21E-4,6.1E-5,0.021104733,0.016627971,44.333607,0.123,0.0
44.0,0.03,0.034,0.036,0.036,0.036,-12.976,0.377,109.44,-0.211,111.506,-0.155,110.953,-0.15,109.23,-0.175,30.4,0.031,3.118,1.77,41.6,-19.349,0.214,0.039,3.367,46.3,0.024,0.027,0.028,0.029,0.029,-24.081,0.238,0.021,2.112,1.76,1.22E-4,6.4E-5,0.023023345,0.018546583,44.67595,0.138,0.0
44.6,0.028,0.032,0.034,0.034,0.034,-13.498,0.14,109.221,-0.157,105.765,-0.154,105.375,-0.19,106.765,-0.148,30.2,0.032,3.222,1.78,40.9,-19.557,0.24,0.034,2.88,46.2,0.023,0.025,0.026,0.026,0.026,-24.268,0.081,0.017,1.657,1.74,9.7E-5,7.2E-5,0.028549159,0.02183171,75.2762,0.147,0.0
44.1,0.03,0.033,0.035,0.035,0.035,-13.41,0.167,108.202,-0.14,108.307,-0.161,107.631,-0.164,109.935,-0.159,30.3,0.025,2.496,1.76,41.3,-20.118,0.223,0.034,2.999,45.8,0.022,0.024,0.025,0.025,0.025,-24.85,0.162,0.02,1.986,1.63,1.15E-4,5.7E-5,0.02938884,0.020992028,77.511246,0.107,0.0
44.2,0.029,0.032,0.034,0.034,0.034,-13.673,0.159,107.679,-0.155,103.5,-0.12,106.774,-0.128,105.318,-0.144,30.4,0.019,1.94,1.76,40.6,-20.431,0.229,0.038,3.238,45.6,0.024,0.026,0.029,0.029,0.029,-25.196,0.07,0.017,1.653,1.68,1.02E-4,6.9E-5,0.028549159,0.024350751,74.25597,0.068,0.0
45.1,0.028,0.033,0.035,0.035,0.035,-13.718,0.138,106.118,-0.168,106.479,-0.144,108.193,-0.139,105.394,-0.175,31.4,0.03,3.02,1.91,41.6,-20.978,0.252,0.04,3.483,46.3,0.021,0.024,0.025,0.026,0.026,-25.185,0.18,0.022,2.15,1.74,1.18E-4,6.7E-5,0.02938884,0.02183171,74.30955,0.126,0.0
45.0,0.027,0.031,0.034,0.035,0.035,-13.862,0.19,106.841,-0.161,103.69,-0.156,104.889,-0.16,103.918,-0.134,31.3,0.022,2.251,1.88,41.4,-21.471,0.248,0.038,3.354,46.6,0.02,0.023,0.025,0.025,0.025,-25.785,0.145,0.017,1.67,1.68,1.11E-4,5.4E-5,0.034811385,0.024865275,102.80099,0.087,0.0
44.2,0.028,0.032,0.033,0.034,0.034,-14.584,0.192,106.765,-0.141,106.527,-0.153,104.137,-0.167,105.147,-0.168,30.2,0.039,3.939,1.81,41.1,-21.639,0.192,0.031,2.671,47.9,0.019,0.021,0.023,0.023,0.023,-25.752,0.084,0.017,1.692,1.72,1.06E-4,4.8E-5,0.033816777,0.022876052,104.016785,0.188,0.0
43.5,0.03,0.034,0.035,0.035,0.035,-14.687,0.111,101.548,-0.166,103.443,-0.17,104.766,-0.174,101.005,-0.154,29.8,0.029,2.913,1.77,41.4,-21.84,0.189,0.038,3.299,48.0,0.02,0.021,0.022,0.022,0.023,-26.294,0.234,0.019,1.947,1.7,1.21E-4,4.9E-5,0.034811385,0.022876052,99.9193,0.128,0.0
44.1,0.029,0.032,0.033,0.033,0.033,-14.91,0.228,101.32,-0.16,96.074,-0.174,100.158,-0.118,100.596,-0.13,30.0,0.026,2.576,1.68,41.0,-22.057,0.316,0.036,3.075,48.0,0.02,0.021,0.022,0.023,0.023,-26.763,0.195,0.015,1.518,1.7,9.8E-5,4.8E-5,0.023288617,0.01623146,50.100292,0.105,0.0
45.0,0.034,0.038,0.04,0.04,0.04,-14.625,0.179,99.368,-0.153,93.923,-0.076,92.476,-0.111,92.657,-0.157,30.9,0.036,3.703,1.77,40.7,-22.707,0.226,0.036,3.065,48.6,0.02,0.023,0.025,0.025,0.025,-26.834,0.149,0.018,1.805,1.78,1.42E-4,5.1E-5,0.028228628,0.017642893,46.146393,0.17,0.0
46.2,0.027,0.031,0.032,0.032,0.032,-14.832,0.168,95.665,-0.106,94.827,-0.128,95.617,-0.1,94.504,-0.135,31.9,0.021,2.191,1.82,40.7,-23.188,0.28,0.042,3.624,49.2,0.018,0.02,0.021,0.021,0.021,-26.95,0.176,0.014,1.458,1.8,1.11E-4,4.4E-5,0.022582904,0.014820029,47.06626,0.084,0.0
46.2,0.031,0.037,0.04,0.04,0.04,-15.153,0.138,96.883,-0.121,98.53,-0.128,95.417,-0.114,101.358,-0.142,31.1,0.022,2.303,1.97,40.7,-23.534,0.228,0.045,3.845,49.5,0.018,0.021,0.022,0.022,0.022,-27.137,0.073,0.014,1.444,1.77,1.52E-4,4.0E-5,0.031293195,0.017211257,62.035156,0.094,0.0
46.4,0.026,0.029,0.03,0.03,0.03,-15.157,0.145,100.625,-0.132,99.216,-0.102,98.949,-0.14,93.866,-0.12,32.1,0.023,2.412,1.9,41.2,-23.528,0.282,0.04,3.41,49.5,0.018,0.02,0.021,0.021,0.021,-27.646,0.373,0.024,2.493,1.79,9.8E-5,4.5E-5,0.023469895,0.016428927,57.44975,0.095,0.0
45.6,0.028,0.031,0.035,0.036,0.036,-15.369,0.145,95.751,-0.127,94.465,-0.14,96.588,-0.108,97.826,-0.125,32.3,0.019,1.935,1.87,41.7,-23.544,0.298,0.037,3.253,48.1,0.019,0.021,0.024,0.024,0.024,-28.467,0.082,0.014,1.459,1.71,1.03E-4,4.8E-5,0.028163875,0.018775918,59.87343,0.071,0.0
45.2,0.027,0.031,0.033,0.033,0.033,-15.621,0.174,100.092,-0.11,102.586,-0.129,100.682,-0.127,97.455,-0.101,32.3,0.026,2.691,1.84,42.0,-23.727,0.19,0.04,3.56,48.0,0.02,0.023,0.025,0.025,0.025,-28.699,0.121,0.014,1.428,1.76,9.4E-5,5.5E-5,0.032998692,0.02499901,97.44728,0.134,0.0
45.9,0.025,0.03,0.032,0.032,0.032,-15.769,0.127,94.875,-0.098,98.664,-0.132,102.643,-0.143,102.567,-0.141,33.6,0.016,1.689,1.86,43.1,-23.828,0.18,0.028,2.563,48.3,0.019,0.022,0.024,0.024,0.024,-28.704,0.075,0.013,1.372,1.76,9.2E-5,5.1E-5,0.031998735,0.02399905,102.558876,0.063,0.0
45.5,0.03,0.036,0.038,0.039,0.039,-15.987,0.178,104.109,-0.144,107.403,-0.147,106.546,-0.122,100.986,-0.114,34.0,0.029,2.939,1.93,43.5,-24.074,0.206,0.034,3.056,47.4,0.019,0.023,0.025,0.025,0.025,-29.461,0.378,0.024,2.431,1.68,1.19E-4,5.2E-5,0.038998455,0.02499901,100.978004,0.149,0.0
44.4,0.027,0.031,0.033,0.033,0.033,-16.207,0.13,99.187,-0.105,99.501,-0.098,99.025,-0.084,98.521,-0.085,32.8,0.023,2.285,1.7,42.6,-24.316,0.189,0.027,2.434,46.9,0.019,0.022,0.024,0.024,0.024,-29.902,0.165,0.018,1.808,1.59,8.7E-5,4.6E-5,0.025434652,0.018497929,58.526505,0.096,0.0
45.3,0.023,0.028,0.031,0.032,0.032,-16.289,0.124,97.302,-0.071,95.465,-0.045,99.52,-0.068,100.901,-0.081,33.2,0.021,2.189,1.76,42.6,-24.442,0.226,0.031,2.796,47.1,0.02,0.022,0.024,0.024,0.025,-30.14,0.247,0.02,1.958,1.55,8.1E-5,4.2E-5,0.024663907,0.019268677,59.940342,0.089,0.0
45.2,0.025,0.029,0.031,0.031,0.031,-16.547,0.188,105.565,-0.061,103.985,-0.079,104.652,-0.099,96.16,-0.077,33.0,0.022,2.288,1.77,42.9,-24.902,0.183,0.027,2.453,46.2,0.021,0.024,0.025,0.025,0.025,-30.751,0.139,0.018,1.784,1.56,8.8E-5,5.4E-5,0.023893159,0.019268677,57.12395,0.11,0.0
46.0,0.022,0.025,0.025,0.025,0.025,-16.465,0.13,95.351,-0.109,94.961,-0.073,96.055,-0.113,98.426,-0.097,33.5,0.02,2.104,1.72,42.7,-24.899,0.215,0.025,2.213,46.6,0.02,0.022,0.023,0.023,0.023,-30.494,0.267,0.024,2.362,1.58,6.4E-5,4.6E-5,0.01795559,0.016519144,50.77258,0.096,0.0
45.4,0.023,0.026,0.029,0.029,0.029,-16.468,0.182,97.569,-0.068,98.235,-0.082,98.683,-0.091,93.742,-0.076,33.4,0.019,1.966,1.79,42.7,-25.089,0.151,0.023,2.075,47.7,0.018,0.02,0.021,0.021,0.021,-30.152,0.132,0.016,1.595,1.57,7.8E-5,3.7E-5,0.020828485,0.0150826955,48.356358,0.079,0.0
46.2,0.025,0.028,0.03,0.03,0.03,-16.601,0.142,95.398,-0.107,99.387,-0.124,91.524,-0.101,94.418,-0.094,33.8,0.018,1.862,1.84,42.6,-25.328,0.192,0.032,2.81,48.4,0.018,0.02,0.022,0.023,0.023,-30.239,0.063,0.016,1.628,1.71,8.4E-5,4.8E-5,0.021546708,0.016519144,48.70507,0.084,0.0
45.9,0.024,0.027,0.031,0.031,0.031,-16.686,0.135,92.619,-0.096,92.571,-0.09,93.875,-0.111,91.372,-0.097,33.0,0.018,1.899,1.82,42.2,-25.683,0.163,0.038,3.338,49.0,0.018,0.02,0.023,0.023,0.023,-30.3,0.241,0.013,1.304,1.72,7.7E-5,4.1E-5,0.03088532,0.022914916,90.69722,0.076,0.0
46.1,0.027,0.03,0.032,0.032,0.032,-16.91,0.162,92.581,-0.101,92.59,-0.119,85.869,-0.067,88.344,-0.088,32.4,0.018,1.828,1.86,41.2,-26.027,0.267,0.041,3.506,49.2,0.017,0.019,0.02,0.02,0.02,-30.524,0.141,0.012,1.224,1.69,8.8E-5,3.7E-5,0.031881623,0.019926013,87.69158,0.074,0.0
46.3,0.024,0.028,0.029,0.029,0.029,-17.097,0.104,88.554,-0.097,90.41,-0.097,89.972,-0.089,88.306,-0.091,33.0,0.017,1.74,1.83,41.4,-26.085,0.258,0.03,2.617,48.9,0.017,0.019,0.02,0.02,0.02,-30.808,0.112,0.012,1.245,1.69,8.0E-5,3.7E-5,0.028892718,0.019926013,87.65386,0.07,0.0
46.1,0.022,0.025,0.028,0.028,0.028,-17.229,0.142,93.704,-0.113,90.429,-0.089,94.037,-0.109,92.295,-0.112,33.6,0.019,1.948,1.74,42.1,-26.281,0.272,0.029,2.529,49.1,0.016,0.018,0.02,0.02,0.02,-30.915,0.076,0.011,1.135,1.73,6.4E-5,3.8E-5,0.02322684,0.016590599,63.51003,0.078,0.0
46.3,0.023,0.027,0.028,0.029,0.029,-17.307,0.113,92.771,-0.095,91.381,-0.106,88.268,-0.101,89.115,-0.11,33.4,0.016,1.658,1.76,42.2,-26.709,0.225,0.029,2.57,49.3,0.016,0.019,0.021,0.021,0.021,-31.294,0.184,0.011,1.147,1.72,7.0E-5,3.5E-5,0.024056368,0.017420128,61.321808,0.078,0.0
46.2,0.024,0.028,0.029,0.029,0.029,-17.646,0.12,94.97,-0.102,96.712,-0.122,96.636,-0.127,93.58,-0.096,33.6,0.025,2.64,1.7,42.4,-27.07,0.168,0.024,2.106,49.8,0.016,0.018,0.019,0.019,0.019,-31.37,0.101,0.012,1.305,1.73,7.1E-5,3.3E-5,0.024056368,0.015761068,64.394264,0.114,0.0
46.9,0.024,0.029,0.033,0.033,0.033,-17.559,0.103,89.096,-0.085,87.297,-0.099,89.763,-0.124,93.399,-0.122,34.0,0.019,1.996,1.8,42.5,-27.3,0.249,0.031,2.779,49.8,0.016,0.018,0.022,0.022,0.022,-31.652,0.084,0.012,1.285,1.69,9.0E-5,3.4E-5,0.021502737,0.014335158,39.655357,0.08,0.0
46.3,0.031,0.035,0.036,0.037,0.037,-17.766,0.142,94.941,-0.115,94.751,-0.124,91.457,-0.145,94.151,-0.121,33.8,0.023,2.398,2.0,42.5,-27.606,0.163,0.024,2.176,50.5,0.016,0.018,0.02,0.02,0.02,-31.72,0.174,0.01,1.083,1.81,1.5E-4,3.4E-5,0.02410913,0.013031961,39.97464,0.11,0.0
