@RELATION minijanuary_15_09_20_18_56
@ATTRIBUTE avg_cn0_l1 NUMERIC
@ATTRIBUTE phi01l1 NUMERIC
@ATTRIBUTE phi03l1 NUMERIC
@ATTRIBUTE phi10l1 NUMERIC
@ATTRIBUTE phi30l1 NUMERIC
@ATTRIBUTE phi60l1 NUMERIC
@ATTRIBUTE avgccd_l1 NUMERIC
@ATTRIBUTE sigmaccd_l1 NUMERIC
@ATTRIBUTE tec_45 NUMERIC
@ATTRIBUTE dtec_6045 NUMERIC
@ATTRIBUTE tec_30 NUMERIC
@ATTRIBUTE dtec_4530 NUMERIC
@ATTRIBUTE tec_15 NUMERIC
@ATTRIBUTE dtec_3015 NUMERIC
@ATTRIBUTE tec NUMERIC
@ATTRIBUTE dtec_15tow NUMERIC
@ATTRIBUTE f2nd_tec_cn0 NUMERIC
@ATTRIBUTE si_l1 NUMERIC
@ATTRIBUTE numerator_si_l1 NUMERIC
@ATTRIBUTE p_l1 NUMERIC
@ATTRIBUTE avg_cn0_l2 NUMERIC
@ATTRIBUTE avgccd_l2c_e5a NUMERIC
@ATTRIBUTE sigmaccd_l2c_e5a NUMERIC
@ATTRIBUTE si_l2c_e5a NUMERIC
@ATTRIBUTE numerator_si_l2c_e5a NUMERIC
@ATTRIBUTE avg_cn0_l5_e5b NUMERIC
@ATTRIBUTE phi01_l5_e5b NUMERIC
@ATTRIBUTE phi03_l5_e5b NUMERIC
@ATTRIBUTE phi10_l5_e5b NUMERIC
@ATTRIBUTE phi30_l5_e5b NUMERIC
@ATTRIBUTE phi60_l5_e5b NUMERIC
@ATTRIBUTE avgccd_l5_e5b NUMERIC
@ATTRIBUTE sigmaccd_l5_e5b NUMERIC
@ATTRIBUTE si_l5_e5b NUMERIC
@ATTRIBUTE numerator_si_l5_e5b NUMERIC
@ATTRIBUTE p_l5_e5b NUMERIC
@ATTRIBUTE t_l1 NUMERIC
@ATTRIBUTE t_e5b NUMERIC
@ATTRIBUTE vphi60_l1 NUMERIC
@ATTRIBUTE vphi60_l5_e5b NUMERIC
@ATTRIBUTE vtec NUMERIC
@ATTRIBUTE s4 NUMERIC
@ATTRIBUTE class        {0.0}
@DATA
50.1,0.018,0.023,0.026,0.026,0.027,-26.199,0.086,65.716,0.06,67.782,0.053,69.676,0.069,71.714,0.061,41.3,0.015,1.739,1.98,46.0,-41.04,0.172,0.021,1.987,51.0,0.014,0.016,0.018,0.018,0.018,-47.859,0.034,0.008,0.813,1.81,4.9E-5,2.6E-5,0.02483402,0.016556012,60.669502,0.089,0.0
50.6,0.018,0.021,0.022,0.022,0.022,-26.211,0.084,73.294,0.069,75.007,0.074,75.026,0.064,73.446,0.063,41.9,0.01,1.179,2.01,46.2,-41.037,0.111,0.016,1.585,51.4,0.014,0.016,0.017,0.017,0.017,-47.688,0.129,0.012,1.324,1.84,4.8E-5,2.9E-5,0.021198275,0.016380485,68.19049,0.054,0.0
50.6,0.019,0.023,0.026,0.026,0.027,-26.091,0.086,72.77,0.061,71.552,0.064,71.18,0.063,69.914,0.057,41.6,0.01,1.096,2.04,45.8,-41.03,0.144,0.021,2.017,52.0,0.014,0.017,0.02,0.02,0.02,-47.185,0.13,0.008,0.865,1.92,5.6E-5,3.3E-5,0.026016064,0.019271158,64.911224,0.04,0.0
50.3,0.022,0.025,0.029,0.03,0.03,-26.028,0.069,66.659,0.055,65.05,0.052,62.299,0.062,63.669,0.051,40.6,0.016,1.84,2.12,45.0,-40.901,0.172,0.024,2.232,52.3,0.015,0.017,0.02,0.02,0.02,-46.77,0.096,0.009,1.041,1.95,6.9E-5,3.3E-5,0.017891536,0.011927689,22.645437,0.071,0.0
49.9,0.022,0.026,0.03,0.03,0.03,-25.903,0.086,63.041,0.054,64.184,0.057,64.64,0.045,66.411,0.051,40.3,0.013,1.511,2.12,44.8,-40.549,0.167,0.022,2.052,51.7,0.014,0.016,0.019,0.019,0.019,-46.815,0.044,0.01,1.088,1.88,8.1E-5,3.0E-5,0.017891536,0.011331305,23.620699,0.057,0.0
50.3,0.02,0.025,0.027,0.028,0.028,-25.846,0.082,67.592,0.053,67.411,0.062,71.485,0.053,75.55,0.068,41.0,0.013,1.455,2.02,45.8,-40.488,0.138,0.026,2.449,51.3,0.014,0.016,0.018,0.018,0.018,-46.935,0.079,0.008,0.841,1.88,6.1E-5,3.2E-5,0.02456425,0.015791303,58.146744,0.06,0.0
50.3,0.021,0.025,0.027,0.027,0.027,-25.829,0.091,75.826,0.049,74.874,0.064,75.179,0.054,72.151,0.056,41.3,0.014,1.576,2.01,46.2,-40.563,0.156,0.018,1.75,51.6,0.014,0.016,0.017,0.017,0.017,-46.825,0.114,0.01,1.045,1.86,6.3E-5,2.9E-5,0.023686955,0.014914009,55.530716,0.058,0.0
50.1,0.022,0.025,0.027,0.027,0.027,-25.696,0.126,71.314,0.056,70.533,0.06,67.963,0.061,62.28,0.043,40.5,0.014,1.554,1.89,45.3,-40.421,0.119,0.026,2.454,52.2,0.014,0.016,0.018,0.018,0.018,-46.479,0.105,0.009,0.948,1.87,6.0E-5,3.0E-5,0.026586503,0.017724335,60.387005,0.061,0.0
50.2,0.024,0.028,0.03,0.03,0.03,-25.65,0.107,65.05,0.06,64.574,0.049,69.81,0.056,69.686,0.052,40.1,0.013,1.497,2.01,45.5,-40.318,0.126,0.021,2.026,52.1,0.014,0.016,0.018,0.018,0.018,-46.32,0.059,0.007,0.813,1.87,9.6E-5,2.9E-5,0.029540557,0.017724335,67.5679,0.056,0.0
50.3,0.025,0.029,0.032,0.032,0.032,-25.594,0.073,70.267,0.051,70.914,0.057,70.99,0.052,72.037,0.069,40.1,0.014,1.605,2.02,45.3,-40.193,0.183,0.021,1.944,51.8,0.014,0.017,0.019,0.019,0.019,-46.166,0.054,0.007,0.796,1.88,1.14E-4,3.0E-5,0.020981794,0.012457939,30.969975,0.059,0.0
50.3,0.027,0.031,0.034,0.034,0.034,-25.523,0.09,70.209,0.066,70.981,0.071,74.093,0.08,70.276,0.084,40.1,0.017,1.931,2.17,45.3,-40.052,0.149,0.021,1.967,51.6,0.014,0.016,0.019,0.019,0.019,-46.042,0.051,0.007,0.735,1.88,1.46E-4,3.0E-5,0.022293156,0.012457939,30.212889,0.081,0.0
50.3,0.028,0.033,0.035,0.035,0.035,-25.381,0.121,71.304,0.082,68.677,0.076,68.039,0.077,68.134,0.07,39.9,0.017,1.879,2.17,45.1,-39.96,0.188,0.023,2.138,51.6,0.015,0.018,0.019,0.019,0.019,-45.889,0.05,0.007,0.814,1.92,1.73E-4,3.4E-5,0.028912868,0.015695557,46.49542,0.073,0.0
50.4,0.024,0.029,0.031,0.031,0.031,-25.303,0.091,69.505,0.078,70.743,0.086,72.104,0.075,74.074,0.081,40.1,0.017,1.967,1.85,45.2,-39.738,0.135,0.024,2.296,51.6,0.014,0.017,0.019,0.019,0.019,-45.781,0.049,0.01,1.135,1.86,8.8E-5,3.1E-5,0.02560854,0.015695557,50.548935,0.073,0.0
50.3,0.023,0.028,0.031,0.031,0.031,-25.168,0.072,73.532,0.079,74.398,0.08,72.58,0.094,74.246,0.084,40.1,0.016,1.78,1.9,45.3,-39.55,0.165,0.019,1.855,51.4,0.015,0.017,0.019,0.019,0.019,-45.617,0.083,0.007,0.755,1.85,7.6E-5,3.0E-5,0.030900598,0.018939076,73.77062,0.062,0.0
49.9,0.021,0.024,0.026,0.026,0.026,-25.055,0.122,72.742,0.09,72.666,0.082,70.048,0.083,69.724,0.094,39.7,0.015,1.665,1.83,45.1,-39.354,0.152,0.021,1.946,51.5,0.014,0.016,0.017,0.018,0.018,-45.359,0.113,0.008,0.898,1.89,6.8E-5,3.0E-5,0.02591663,0.017942281,69.27757,0.063,0.0
50.1,0.024,0.029,0.031,0.032,0.032,-24.934,0.11,70.524,0.08,74.35,0.079,72.523,0.086,73.96,0.087,39.8,0.018,2.012,2.11,45.2,-39.257,0.116,0.019,1.772,51.7,0.014,0.017,0.018,0.018,0.018,-45.071,0.107,0.006,0.7,1.85,1.29E-4,2.8E-5,0.023115883,0.0130026825,38.593826,0.079,0.0
50.3,0.019,0.024,0.026,0.027,0.027,-24.835,0.116,72.865,0.08,70.571,0.082,72.361,0.085,70.743,0.091,39.6,0.014,1.616,1.88,44.8,-39.108,0.189,0.025,2.323,51.7,0.015,0.017,0.019,0.019,0.019,-44.862,0.094,0.007,0.793,1.9,5.1E-5,3.2E-5,0.019504026,0.013725054,36.91513,0.064,0.0
49.8,0.022,0.026,0.028,0.028,0.028,-24.701,0.096,68.943,0.096,70.095,0.094,68.658,0.08,67.058,0.086,39.1,0.013,1.443,2.08,44.4,-38.617,0.199,0.022,2.09,51.5,0.014,0.017,0.018,0.018,0.018,-44.662,0.096,0.007,0.815,1.88,7.4E-5,3.2E-5,0.021471368,0.013803022,39.43247,0.056,0.0
49.5,0.02,0.023,0.027,0.027,0.027,-24.549,0.138,66.906,0.1,73.741,0.09,73.151,0.092,73.656,0.099,39.2,0.012,1.372,1.97,44.9,-38.689,0.171,0.021,1.985,51.2,0.014,0.016,0.017,0.017,0.017,-44.593,0.08,0.01,1.071,1.81,5.9E-5,2.6E-5,0.020704534,0.013036189,43.312325,0.052,0.0
49.8,0.02,0.022,0.023,0.024,0.024,-24.436,0.115,72.732,0.09,72.047,0.09,74.55,0.096,74.627,0.099,39.3,0.013,1.433,1.97,44.9,-38.402,0.167,0.023,2.127,51.1,0.014,0.016,0.017,0.017,0.017,-44.355,0.168,0.008,0.92,1.82,5.7E-5,2.7E-5,0.023997359,0.01699813,74.61058,0.067,0.0
49.8,0.021,0.023,0.025,0.025,0.025,-24.333,0.069,75.436,0.104,74.703,0.101,72.961,0.095,71.523,0.108,39.2,0.011,1.199,2.03,45.1,-38.285,0.179,0.026,2.429,51.2,0.015,0.016,0.018,0.018,0.018,-43.962,0.086,0.008,0.863,1.9,6.3E-5,3.2E-5,0.02499725,0.01799802,71.50726,0.043,0.0
49.9,0.02,0.023,0.025,0.025,0.025,-24.197,0.1,70.314,0.097,70.857,0.108,71.304,0.107,72.456,0.095,39.2,0.012,1.335,2.05,44.8,-37.922,0.154,0.022,2.083,51.2,0.016,0.018,0.02,0.02,0.02,-43.686,0.066,0.008,0.818,1.85,5.9E-5,3.1E-5,0.019653432,0.015722744,44.77866,0.051,0.0
49.5,0.021,0.024,0.026,0.026,0.026,-24.094,0.153,71.599,0.098,72.142,0.098,74.046,0.101,71.066,0.1,38.8,0.015,1.617,2.03,44.7,-37.588,0.16,0.02,1.891,51.0,0.015,0.017,0.018,0.018,0.018,-43.619,0.033,0.008,0.898,1.87,6.3E-5,3.1E-5,0.020439569,0.01415047,43.919624,0.062,0.0
49.8,0.022,0.027,0.03,0.03,0.03,-23.926,0.103,73.979,0.103,74.655,0.105,74.227,0.103,76.226,0.091,39.0,0.014,1.606,2.15,45.0,-37.517,0.168,0.024,2.227,51.0,0.015,0.017,0.018,0.019,0.019,-43.43,0.06,0.008,0.887,1.84,8.0E-5,3.2E-5,0.021045908,0.013329075,37.51422,0.063,0.0
49.7,0.025,0.028,0.031,0.032,0.032,-23.738,0.078,74.969,0.098,76.664,0.106,77.835,0.098,76.597,0.092,39.6,0.015,1.711,2.15,45.2,-37.305,0.14,0.02,1.87,50.9,0.015,0.016,0.018,0.019,0.019,-43.282,0.066,0.008,0.847,1.87,9.3E-5,3.2E-5,0.02244897,0.013329075,37.696808,0.06,0.0
49.3,0.026,0.031,0.035,0.035,0.035,-23.654,0.115,79.834,0.108,80.5,0.106,78.634,0.105,76.845,0.118,39.3,0.019,2.151,2.2,45.4,-37.134,0.156,0.023,2.132,50.8,0.014,0.017,0.018,0.018,0.019,-43.042,0.11,0.008,0.862,1.8,1.04E-4,2.9E-5,0.03478921,0.018885568,75.922165,0.083,0.0
49.2,0.023,0.028,0.03,0.031,0.031,-23.63,0.094,77.711,0.105,74.16,0.122,74.179,0.097,72.608,0.114,38.7,0.016,1.767,2.13,44.6,-36.865,0.187,0.021,1.998,51.0,0.015,0.018,0.02,0.02,0.02,-42.621,0.143,0.008,0.89,1.85,9.0E-5,3.3E-5,0.030813297,0.019879546,71.736046,0.073,0.0
49.1,0.023,0.028,0.031,0.031,0.031,-23.459,0.115,73.227,0.11,74.284,0.108,77.501,0.109,78.787,0.113,38.6,0.017,1.843,2.12,44.8,-36.531,0.191,0.025,2.376,51.1,0.015,0.017,0.018,0.019,0.019,-42.235,0.114,0.008,0.81,1.9,8.4E-5,3.4E-5,0.026132993,0.016016996,55.989876,0.073,0.0
48.8,0.021,0.028,0.032,0.032,0.033,-23.269,0.108,80.091,0.12,82.357,0.127,80.243,0.115,82.661,0.135,39.2,0.015,1.661,2.06,45.2,-36.341,0.195,0.02,1.873,50.6,0.015,0.017,0.02,0.02,0.02,-42.084,0.062,0.009,1.017,1.9,7.3E-5,3.6E-5,0.027818993,0.016859995,58.74293,0.063,0.0
48.9,0.02,0.024,0.027,0.027,0.027,-23.207,0.102,82.042,0.136,82.975,0.131,82.299,0.138,78.482,0.133,38.6,0.013,1.487,2.03,44.9,-36.111,0.187,0.025,2.345,50.5,0.015,0.018,0.019,0.02,0.02,-41.979,0.115,0.009,0.999,1.84,6.3E-5,3.3E-5,0.017161027,0.012711871,31.705097,0.06,0.0
48.7,0.02,0.025,0.026,0.026,0.026,-22.948,0.135,78.13,0.142,77.882,0.141,80.272,0.133,78.901,0.137,38.3,0.017,1.866,2.01,44.8,-35.937,0.128,0.024,2.285,50.8,0.015,0.016,0.018,0.018,0.018,-41.551,0.146,0.009,0.947,1.81,6.5E-5,3.0E-5,0.016525434,0.011440684,31.874365,0.069,0.0
48.8,0.021,0.028,0.031,0.031,0.031,-22.757,0.105,78.035,0.12,76.778,0.124,76.902,0.147,78.035,0.122,38.0,0.015,1.674,2.06,44.4,-35.577,0.226,0.025,2.292,50.9,0.016,0.018,0.021,0.021,0.021,-41.069,0.089,0.01,1.077,1.82,7.1E-5,3.0E-5,0.030350579,0.020560069,74.79973,0.065,0.0
48.7,0.023,0.028,0.031,0.031,0.031,-22.606,0.137,76.845,0.132,78.101,0.14,80.776,0.142,82.261,0.157,38.0,0.016,1.734,2.07,44.2,-35.116,0.166,0.028,2.545,50.5,0.015,0.018,0.02,0.02,0.02,-40.667,0.06,0.013,1.417,1.89,7.7E-5,3.9E-5,0.030350579,0.019581018,78.85052,0.063,0.0
48.5,0.023,0.029,0.033,0.033,0.033,-22.32,0.108,82.499,0.16,83.185,0.146,80.462,0.163,79.348,0.144,37.8,0.015,1.677,2.06,44.6,-34.98,0.204,0.025,2.368,50.1,0.015,0.018,0.02,0.02,0.02,-40.645,0.114,0.011,1.199,1.82,8.7E-5,3.4E-5,0.029420404,0.017830547,63.067463,0.072,0.0
48.9,0.021,0.025,0.027,0.027,0.027,-22.2,0.154,80.557,0.158,80.434,0.126,76.654,0.151,78.577,0.142,37.8,0.017,1.848,2.02,44.4,-34.664,0.153,0.022,2.071,50.2,0.016,0.018,0.02,0.02,0.02,-40.458,0.108,0.01,1.101,1.82,7.1E-5,3.6E-5,0.02407124,0.017830547,62.454662,0.08,0.0
48.7,0.022,0.027,0.031,0.031,0.032,-21.994,0.1,77.197,0.144,76.321,0.12,76.635,0.138,74.941,0.131,37.1,0.017,1.818,2.01,43.3,-34.217,0.331,0.03,2.721,50.6,0.015,0.018,0.021,0.021,0.021,-39.689,0.294,0.01,1.086,1.88,7.5E-5,3.3E-5,0.018637117,0.012230607,25.42008,0.062,0.0
48.3,0.021,0.025,0.029,0.029,0.029,-21.8,0.099,76.083,0.151,80.481,0.149,80.967,0.15,81.214,0.157,37.3,0.013,1.47,2.03,44.0,-33.99,0.189,0.027,2.485,50.6,0.015,0.018,0.021,0.021,0.021,-39.168,0.128,0.009,0.911,1.85,7.2E-5,3.2E-5,0.016889885,0.012230607,27.547888,0.056,0.0
48.1,0.023,0.026,0.028,0.028,0.028,-21.504,0.114,81.024,0.143,82.299,0.164,84.898,0.154,84.156,0.165,37.2,0.017,1.814,2.01,44.4,-33.653,0.214,0.025,2.342,50.1,0.016,0.017,0.019,0.019,0.019,-39.178,0.06,0.009,0.996,1.81,9.1E-5,3.4E-5,0.02674289,0.01814696,76.76897,0.076,0.0
47.9,0.022,0.026,0.028,0.029,0.029,-21.3,0.095,82.309,0.154,85.631,0.172,85.65,0.17,86.593,0.157,37.2,0.015,1.644,1.97,44.5,-33.346,0.181,0.024,2.181,50.0,0.015,0.017,0.019,0.02,0.02,-38.922,0.077,0.009,0.996,1.81,7.8E-5,3.3E-5,0.027697993,0.019102065,78.99206,0.055,0.0
48.2,0.021,0.024,0.027,0.028,0.028,-21.253,0.081,86.374,0.169,84.622,0.179,84.356,0.18,83.375,0.18,36.8,0.02,2.215,1.87,44.1,-33.032,0.226,0.026,2.404,50.0,0.015,0.017,0.019,0.02,0.02,-38.604,0.21,0.012,1.227,1.79,6.5E-5,3.3E-5,0.026074303,0.018624501,72.30115,0.108,0.0
48.3,0.023,0.028,0.032,0.032,0.032,-20.899,0.126,77.93,0.182,76.873,0.175,79.662,0.185,84.946,0.209,36.7,0.015,1.641,2.0,43.5,-32.491,0.156,0.024,2.17,49.8,0.015,0.019,0.021,0.021,0.021,-38.034,0.19,0.009,0.946,1.83,9.0E-5,3.4E-5,0.029799204,0.019555727,73.66348,0.061,0.0
48.1,0.024,0.028,0.031,0.031,0.031,-20.715,0.172,86.136,0.216,86.383,0.195,85.317,0.203,85.517,0.205,36.9,0.015,1.667,2.03,44.0,-32.188,0.222,0.024,2.198,49.7,0.017,0.019,0.021,0.021,0.021,-37.709,0.099,0.009,0.98,1.85,9.6E-5,4.1E-5,0.017502593,0.011856595,27.260504,0.062,0.0
47.9,0.021,0.026,0.029,0.029,0.03,-20.361,0.169,85.65,0.201,86.555,0.202,81.823,0.187,82.842,0.201,36.3,0.02,2.197,1.9,43.4,-31.675,0.259,0.026,2.371,50.1,0.015,0.017,0.019,0.02,0.02,-37.083,0.267,0.012,1.241,1.76,6.7E-5,3.0E-5,0.016937993,0.011291996,26.407787,0.097,0.0
48.0,0.021,0.028,0.03,0.031,0.031,-20.108,0.097,83.032,0.201,82.547,0.195,86.145,0.186,89.42,0.201,36.7,0.014,1.542,1.93,43.4,-31.08,0.24,0.032,2.965,50.4,0.015,0.018,0.019,0.019,0.019,-36.386,0.172,0.008,0.873,1.79,7.4E-5,3.2E-5,0.028586278,0.017520621,76.03727,0.061,0.0
47.8,0.024,0.029,0.031,0.031,0.031,-19.92,0.18,94.684,0.2,94.132,0.19,88.306,0.205,88.24,0.201,36.4,0.018,1.972,2.0,43.7,-30.764,0.306,0.032,2.889,50.1,0.016,0.017,0.018,0.019,0.019,-35.93,0.089,0.013,1.368,1.78,9.0E-5,3.5E-5,0.028586278,0.017520621,75.03387,0.079,0.0
47.5,0.026,0.031,0.034,0.034,0.034,-19.553,0.136,87.897,0.191,84.746,0.202,81.795,0.174,81.976,0.186,35.9,0.02,2.176,2.07,43.0,-30.315,0.245,0.039,3.459,49.8,0.016,0.018,0.019,0.019,0.019,-35.665,0.269,0.012,1.216,1.81,1.2E-4,3.6E-5,0.032705877,0.018276813,75.85434,0.097,0.0
47.3,0.023,0.027,0.028,0.029,0.029,-19.346,0.107,84.184,0.2,87.04,0.19,88.192,0.2,88.097,0.211,35.8,0.019,2.05,1.87,43.4,-30.05,0.212,0.032,2.868,49.6,0.016,0.018,0.019,0.019,0.019,-35.196,0.143,0.009,0.972,1.77,7.8E-5,3.8E-5,0.027896186,0.018276813,81.51825,0.085,0.0
47.4,0.024,0.027,0.028,0.028,0.028,-19.082,0.194,89.163,0.197,89.477,0.213,89.163,0.194,87.526,0.212,35.5,0.019,2.064,1.74,43.5,-29.682,0.306,0.025,2.277,49.5,0.016,0.018,0.019,0.019,0.019,-34.737,0.092,0.013,1.318,1.76,7.2E-5,3.5E-5,0.016613694,0.011273577,30.814377,0.076,0.0
47.3,0.026,0.03,0.034,0.034,0.034,-18.701,0.103,93.095,0.215,90.629,0.205,93.009,0.219,95.275,0.226,36.2,0.019,2.087,1.84,43.7,-29.082,0.254,0.026,2.36,48.9,0.016,0.019,0.021,0.021,0.021,-34.445,0.096,0.011,1.12,1.73,1.18E-4,3.6E-5,0.020173771,0.01246027,33.54249,0.074,0.0
47.0,0.033,0.037,0.04,0.041,0.041,-18.456,0.122,96.655,0.218,91.629,0.215,91.781,0.225,89.934,0.217,35.6,0.024,2.607,2.11,43.3,-28.532,0.227,0.028,2.525,48.3,0.017,0.022,0.024,0.024,0.024,-34.117,0.064,0.016,1.619,1.78,2.03E-4,4.1E-5,0.03608861,0.02112504,69.67812,0.084,0.0
47.3,0.027,0.032,0.035,0.035,0.035,-18.306,0.161,88.839,0.21,81.69,0.232,82.261,0.206,84.67,0.201,34.5,0.025,2.654,1.92,42.0,-27.986,0.323,0.042,3.7,48.7,0.017,0.02,0.021,0.021,0.021,-33.795,0.204,0.016,1.674,1.76,1.46E-4,4.2E-5,0.030807348,0.018484408,65.59974,0.124,0.0
46.9,0.027,0.03,0.034,0.035,0.035,-17.911,0.183,82.756,0.22,90.067,0.24,91.552,0.232,95.503,0.232,34.9,0.02,2.085,1.82,42.9,-27.545,0.224,0.03,2.653,50.0,0.015,0.018,0.02,0.02,0.02,-32.475,0.36,0.013,1.326,1.75,9.6E-5,3.3E-5,0.034427013,0.019672578,92.40162,0.078,0.0
47.2,0.024,0.029,0.032,0.033,0.033,-17.657,0.079,95.732,0.232,97.026,0.234,100.644,0.238,101.881,0.249,35.7,0.021,2.275,1.89,43.8,-27.093,0.194,0.025,2.33,49.4,0.016,0.018,0.02,0.02,0.02,-31.858,0.066,0.015,1.59,1.79,9.2E-5,3.6E-5,0.032459754,0.019672578,98.5725,0.075,0.0
46.5,0.025,0.029,0.032,0.032,0.032,-17.431,0.213,96.817,0.229,93.161,0.23,95.703,0.237,91.695,0.228,34.6,0.02,2.154,1.93,42.9,-26.816,0.191,0.034,3.029,49.0,0.017,0.019,0.022,0.022,0.022,-31.557,0.087,0.013,1.311,1.8,9.8E-5,4.3E-5,0.02085114,0.014335158,38.93187,0.078,0.0
47.2,0.022,0.027,0.029,0.029,0.029,-17.092,0.157,94.189,0.226,94.132,0.212,93.951,0.226,94.542,0.221,34.5,0.015,1.628,1.84,42.5,-26.248,0.33,0.03,2.643,49.0,0.016,0.018,0.02,0.02,0.02,-31.257,0.321,0.018,1.853,1.73,7.0E-5,3.7E-5,0.018896345,0.013031961,40.14065,0.067,0.0
46.6,0.023,0.026,0.03,0.031,0.031,-16.752,0.176,98.235,0.242,99.768,0.254,102.272,0.245,101.548,0.261,34.6,0.021,2.182,1.87,43.1,-25.799,0.201,0.031,2.756,49.6,0.015,0.017,0.019,0.019,0.019,-30.393,0.197,0.011,1.119,1.7,8.7E-5,3.2E-5,0.025715427,0.015761068,69.877205,0.08,0.0
46.0,0.025,0.031,0.034,0.035,0.035,-16.429,0.137,98.94,0.244,98.416,0.253,97.15,0.233,93.752,0.229,33.7,0.022,2.296,1.9,42.5,-25.444,0.198,0.032,2.883,48.8,0.016,0.019,0.021,0.021,0.021,-29.928,0.071,0.014,1.49,1.71,9.3E-5,3.6E-5,0.02903355,0.017420128,64.51262,0.087,0.0
46.2,0.023,0.027,0.029,0.029,0.029,-16.106,0.185,95.075,0.247,93.932,0.245,95.303,0.246,93.951,0.245,33.1,0.017,1.834,1.87,41.8,-24.917,0.298,0.032,2.823,48.3,0.017,0.019,0.019,0.019,0.019,-29.569,0.235,0.012,1.202,1.67,8.0E-5,3.6E-5,0.028892718,0.018929712,93.25717,0.079,0.0
46.2,0.023,0.027,0.03,0.03,0.03,-15.789,0.179,95.541,0.242,94.227,0.213,101.691,0.259,103.938,0.256,33.0,0.024,2.484,1.82,42.5,-24.198,0.268,0.04,3.523,48.2,0.018,0.019,0.02,0.02,0.02,-29.031,0.172,0.013,1.293,1.66,7.0E-5,3.7E-5,0.02988902,0.019926013,103.170425,0.095,0.0
45.9,0.024,0.028,0.031,0.031,0.031,-15.431,0.147,105.889,0.295,106.346,0.26,106.46,0.256,102.843,0.241,33.6,0.03,3.132,1.83,42.8,-23.63,0.258,0.025,2.219,48.4,0.018,0.02,0.021,0.021,0.021,-28.315,0.174,0.012,1.185,1.72,8.1E-5,4.4E-5,0.022264931,0.0150826955,53.051067,0.154,0.0
46.1,0.023,0.03,0.034,0.034,0.034,-15.027,0.11,99.206,0.252,98.321,0.244,95.617,0.254,98.026,0.253,33.5,0.022,2.295,1.9,41.9,-23.053,0.277,0.037,3.213,48.2,0.017,0.019,0.021,0.021,0.021,-27.813,0.131,0.014,1.445,1.67,9.0E-5,4.0E-5,0.024419604,0.0150826955,50.56624,0.104,0.0
45.9,0.025,0.032,0.035,0.035,0.035,-14.881,0.249,100.358,0.227,101.32,0.262,103.995,0.262,104.585,0.248,33.0,0.024,2.487,1.89,41.8,-22.406,0.247,0.042,3.649,47.9,0.019,0.021,0.023,0.023,0.023,-27.429,0.176,0.012,1.207,1.74,8.9E-5,5.2E-5,0.026976148,0.017727183,62.128826,0.115,0.0
46.1,0.026,0.033,0.034,0.034,0.034,-14.369,0.214,104.452,0.248,103.205,0.254,103.766,0.254,107.193,0.265,33.6,0.024,2.513,1.9,42.7,-21.755,0.317,0.033,2.999,48.5,0.018,0.019,0.02,0.02,0.02,-26.476,0.358,0.014,1.483,1.61,1.06E-4,3.5E-5,0.026205402,0.015414941,63.678112,0.118,0.0
45.6,0.026,0.03,0.032,0.033,0.033,-14.063,0.18,109.887,0.281,110.259,0.268,109.449,0.255,105.337,0.238,33.4,0.018,1.869,1.84,43.1,-21.371,0.195,0.042,3.745,48.2,0.018,0.021,0.024,0.024,0.024,-25.797,0.071,0.016,1.666,1.64,9.1E-5,3.9E-5,0.025434652,0.018497929,62.575554,0.076,0.0
45.2,0.025,0.031,0.034,0.035,0.035,-13.68,0.207,105.623,0.249,105.175,0.253,108.488,0.248,105.927,0.234,32.8,0.018,1.895,1.84,42.4,-21.096,0.245,0.031,2.742,47.9,0.018,0.021,0.023,0.023,0.023,-25.472,0.171,0.012,1.171,1.65,9.4E-5,4.6E-5,0.034998614,0.02299909,105.91861,0.077,0.0
45.5,0.029,0.034,0.038,0.038,0.038,-13.413,0.158,108.973,0.255,108.774,0.245,113.686,0.253,122.225,0.268,33.2,0.028,2.867,1.93,43.1,-20.272,0.251,0.041,3.636,48.5,0.018,0.021,0.022,0.022,0.022,-24.628,0.408,0.021,2.121,1.7,1.16E-4,4.2E-5,0.037998494,0.021999128,122.21532,0.125,0.0
45.2,0.025,0.031,0.034,0.034,0.034,-13.314,0.146,121.406,0.281,118.445,0.274,113.743,0.284,116.294,0.27,33.0,0.023,2.379,1.8,42.9,-19.612,0.256,0.036,3.256,48.5,0.018,0.02,0.022,0.022,0.022,-23.756,0.076,0.018,1.89,1.69,8.9E-5,4.1E-5,0.026599217,0.017211257,71.17658,0.1,0.0
45.6,0.023,0.028,0.029,0.03,0.03,-12.786,0.15,110.344,0.285,108.631,0.267,106.127,0.255,102.281,0.242,31.9,0.026,2.713,1.75,41.3,-19.523,0.318,0.055,4.694,47.2,0.018,0.02,0.021,0.021,0.021,-23.656,0.066,0.018,1.845,1.62,7.1E-5,4.5E-5,0.023469895,0.016428927,62.600067,0.125,0.0
45.4,0.028,0.035,0.038,0.038,0.038,-12.444,0.172,99.968,0.262,103.528,0.249,109.23,0.286,114.114,0.285,31.3,0.021,2.128,1.92,41.3,-18.591,0.245,0.056,4.783,47.4,0.018,0.022,0.023,0.023,0.023,-23.185,0.234,0.02,1.982,1.64,1.09E-4,4.4E-5,0.026817195,0.01623146,56.83272,0.083,0.0
